author,sent_id,text,ARGx-LOC,STATE,TIME,WRITER-ARG0,REP-EVENT,EVENT,ARGx-ORG,ASP-EVENT,WRITER-ARGx,lemma
Q2820191,8,""" It took eight years for Ndione's first novel, La Vie en spirale (Life in a Spiral), to be released in Senegal.  (Abasse Ndione)",in Senegal,,,,,released,,,"Ndione's first novel, La Vie en spirale (Life in a Spiral)",release
Q5545263,4,"Finally, he was appointed as Permanent Representative (Ambassador) of the Syrian Arab Republic to the United Nations.  (George Tomeh)",of the Syrian Arab Republic,,,,,appointed,to the United Nations,,he,appoint
Q7198149,3,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",in Pakistan,studies,,he,,,,continued,,study
Q7198149,3,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",in Karachi,,,,,received,from D J Science College,,he,receive
Q7198149,3,"After the Partition of India in 1947, he continued his studies in Pakistan and received his college degrees from D J Science College in Karachi and BSc (H) from University of Karachi.  (Pirzada Qasim)",,,,,,received,from University of Karachi,,he,receive
Q6507753,27,"In the same year, she published a prose piece entitled ""The Gangster We Are All Looking For"" in the Massachusetts Review.  (Le Thi Diem Thuy)",,,In the same year,she,,published,in the Massachusetts Review,,,publish
Q3503369,10,Mehta is an Associate Professor of Journalism at New York University and lives in Manhattan.  (Suketu Mehta),in Manhattan,lives,,Mehta,,,,,,live
Q4778060,16,"In 1960, he obtained a scholarship from the British Council to study printmaking with Anthony Gross for another year.  (Anwar Shemza)",,,In 1960,he,,obtained,from the British Council,,,obtain
Q4778060,16,"In 1960, he obtained a scholarship from the British Council to study printmaking with Anthony Gross for another year.  (Anwar Shemza)",,study,,he,,,,,,study
Q3469507,5,"He is particularly known in France for his 2003 poem ""Baghdad Mon Amour"" (""Baghdad My Beloved"").  (Salah Al-Hamdani)",in France,known,,,,,,,He,know
Q3296160,68,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,,,,,received,from the Association,,The speech,receive
Q3296160,68,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,,,,,leading,,,Terrell,lead
Q3296160,68,"The speech received great reception from the Association and black news outlets, ultimately leading Terrell to be invited back as an unofficial (black) ambassador for the Association.  (Mary Church Terrell)",,,,,,invited,for the Association,,Terrell,invite
Q955077,52,"Riggs's writings were published during the late 1980s and early 1990s in various art and literary journals such as Black American Literature Forum, Art Journal, and High Performance as well as anthologies such as Brother to Brother: Collected Writings by Black Gay Men.  (Marlon Riggs)",,published,during the late 1980s and early 1990s,,,,"in various art and literary journals such as Black American Literature Forum, Art Journal, and High Performance",,Riggs's writings,publish
Q456281,28,"Lestrade left Paris in 2002 to live in rural French Normandy, near Alençon.  (Didier Lestrade)",Paris,,in 2002,Lestrade,,left,,,,leave
Q456281,28,"Lestrade left Paris in 2002 to live in rural French Normandy, near Alençon.  (Didier Lestrade)",in rural French Normandy,live,,Lestrade,,,,,,live
Q1050946,6,"In the book Words in Your Face: A Guided Tour Through Twenty Years of the New York City Poetry Slam, author Cristin O'Keefe Aptowicz wrote of muMs's time in slam poetry, noting his writing ""was street poetry at its purest.  (muMs da Schemer)",,time,,muMs's,,,,,,time
Q213512,150,""" Richard Leiby of The Washington Post reported, ""Bill Cosby was anything but politically correct in his remarks Monday night at a Constitution Hall bash commemorating the 50th anniversary of the Brown v. Board of Education decision. (Bill Cosby)",,correct,,Bill Cosby,,,,,,correct
Q1772341,41,"In 1998, Ahlem receives the Naguib Mahfouz literary prize for “Memory of the Flesh"".  (Ahlam Mosteghanemi)",,,In 1998,,,receives,,,Ahlem,receive
Q15430533,1,The McKissacks jointly received the biennial American Library Association Coretta Scott King – Virginia Hamilton Award for Lifetime Achievement in 2014 (after Fredrick's death).  (Fredrick McKissack),,,in 2014,,,received,the biennial American Library Association Coretta Scott King – Virginia Hamilton Award,,The McKissacks,receive
Q604927,8,Amatmoekrim has also published short stories in De Groene Amsterdammer and Vrij Nederland.  (Karin Amatmoekrim),,,,Amatmoekrim,,published,in De Groene Amsterdammer and Vrij Nederland,,,publish
Q3507232,8,"In 1958, she completed Under the Sun, a full-length stage play, which was bought by the Royal Court Theatre in London.  (Sylvia Wynter)",,,In 1958,she,,completed,,,,complete
Q3507232,8,"In 1958, she completed Under the Sun, a full-length stage play, which was bought by the Royal Court Theatre in London.  (Sylvia Wynter)",in London,,,,,bought,by the Royal Court Theatre,,"Under the Sun, a full-length stage play",buy
Q13190158,4,He currently teaches Quechua and Spanish at New York University.  (Odi Gonzales),,teaches,,He,,,at New York University,,,teach
Q231270,25,The series and her sister Kim's popularity led to the Kardashians being able to cash in by endorsing products.  (Khloé Kardashian),,,,,,led,,,Kardashians,lead
Q231270,25,The series and her sister Kim's popularity led to the Kardashians being able to cash in by endorsing products.  (Khloé Kardashian),,,,Kardashians,,cash,,,,cash
Q2734197,2,Before the Six-Day War in 1967 he was mainly influenced by Arab nationalism; after the war he joined the Israeli Communist Party.  (Samih al-Qasim),,influenced,,,,,,,he,influence
Q2734197,2,Before the Six-Day War in 1967 he was mainly influenced by Arab nationalism; after the war he joined the Israeli Communist Party.  (Samih al-Qasim),,,,he,,joined,the Israeli Communist Party,,,join
Q2978433,2,"Her book of poetry, Citizen: An American Lyric, won the 2014 Los Angeles Times Book Award, the 2015 National Book Critics Circle Award in Poetry (the first book in the award's history to be nominated in both poetry and criticism), the 2015 Forward Prize for Best Collection, the 2015 Hurston/Wright Legacy Award in Poetry, the 2015 NAACP Image Award in poetry, the 2015 PEN Open Book Award, the 2015 PEN American Center USA Literary Award, the 2015 PEN Oakland-Josephine Miles Literary Award, and the 2015 VIDA Literary Award.  (Claudia Rankine)",,,,"Her book of poetry, Citizen: An American Lyric",,won,the 2014 Los Angeles Times Book Award,,,win
Q4827381,17,"In 1990, DuVernay graduated from Saint Joseph High School in Lakewood.  (Ava DuVernay)",in Lakewood,,In 1990,DuVernay,,graduated,from Saint Joseph High School,,,graduate
Q21070357,26,Abram Hill died in Harlem at the age of 76 in 1986.  (Abram Hill),in Harlem,,,Abram Hill,,died,,,,die
Q7595813,10,"The second of six siblings, Abrams was born to Robert and Carolyn Abrams in Madison, Wisconsin, and raised in Gulfport, Mississippi.  (Stacey Abrams)","in Madison, Wisconsin",,,,,born,,,Abrams,bear
Q7595813,10,"The second of six siblings, Abrams was born to Robert and Carolyn Abrams in Madison, Wisconsin, and raised in Gulfport, Mississippi.  (Stacey Abrams)","in Gulfport, Mississippi",,,,,raised,,,Abrams,raise
Q61995846,12,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",,training,,During,,,,,,train
Q61995846,12,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",,,,he,,set,,,,set
Q61995846,12,"During his training, he set up a group named ""Kovilpatti Study League"" and trained village students for competitive examinations.  (K. Vijayakarthikeyan)",,trained,,he,,,,,,train
Q7831770,4,"Born in Falmouth, Massachusetts, she was raised in Fairfield, California in a family with ""deep roots"" in Alabama.  (Tracy K. Smith)","in Falmouth, Massachusetts",,,,,Born,,,she,bear
Q7831770,4,"Born in Falmouth, Massachusetts, she was raised in Fairfield, California in a family with ""deep roots"" in Alabama.  (Tracy K. Smith)","in Fairfield, California",,,,,raised,,,she,raise
Q3374018,12,"In 2017, leaves the command of Big Brother Brazil, after 17 editions.  (Pedro Bial)",,,In 2017,,,leaves,of Big Brother Brazil,,,leave
Q576088,7,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",,,in 1956,he,,degree,,,,degree
Q576088,7,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",London,worked,from 1956 to 1959,he,,,at University College Hospital,,,work
Q576088,7,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",London,studied,from 1956 to 1959,he,,,at University College Hospital,,,study
Q576088,7,"degree in 1956; from 1956 to 1959 he worked and studied at University College Hospital, London, and 1959 was awarded a Medical and Surgery diploma from Cambridge.  (Lenrie Peters)",,,1959,,,awarded,from Cambridge,,he,award
Q6236380,3,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),in Bombay,,At the age of five and a half,,,placed,,,he,place
Q6236380,3,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),to Britain,,At the age of five and a half,,,sent,,,he,send
Q6236380,3,At the age of five and a half he was placed on a boat in Bombay and sent back to Britain where he was brought up by his uncle Donald and aunt Dolly in Whitehaven.  (John Griffith Bowen),in Whitehaven,brought,,,,,,,he,bring
Q21964902,32,"In a separate e-mail to the faculty, Wheaton College Provost Stan Jones said that he has withdrawn charges for firing Professor Hawkins and has asked her for forgiveness in not dealing with her directly.  (Larycia Hawkins)",,,,,,firing,,,Professor Hawkins,fire
Q21964902,32,"In a separate e-mail to the faculty, Wheaton College Provost Stan Jones said that he has withdrawn charges for firing Professor Hawkins and has asked her for forgiveness in not dealing with her directly.  (Larycia Hawkins)",,dealing,,,,,,,her,deal
Q7022893,8,"After graduating from Ho Chi Minh City Pedagogical University, he was a teacher and a member of the Hồ Chí Minh Communist Youth Union.  (Nguyen Nhat Anh)",,,,he,,graduating,from Ho Chi Minh City Pedagogical University,,,graduate
Q7022893,8,"After graduating from Ho Chi Minh City Pedagogical University, he was a teacher and a member of the Hồ Chí Minh Communist Youth Union.  (Nguyen Nhat Anh)",,teacher,,he,,,,,,teacher
Q122334,13,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",,,,his international reputation,,grow,,,,grow
Q122334,13,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",both China and Germany,,,,,visit,,,,visit
Q122334,13,"This same era also saw his international reputation grow, with invitations to visit both China and Germany, which, among other opportunities, lead to the publication of Was wirklicher ist als Sterben in 1985.  (Hone Tuwhare)",,,in 1985,,,publication,,,of Was wirklicher ist als Sterben,publication
